pr_purchaserequisition,pr_itemnumber,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatus,pr_approveddate,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,pr_recordskipindicator,pr_lastchangedatetime,pr_silver_load_date,pr_silver_load_timestamp,purchaseorder,po_itemnumber,po_purchaserequisition,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_deliverydate,po_paymentdate,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_orderquantity,po_unitofmeasure,po_netamount,po_recordskipindicator,po_lastchangedatetime,po_silver_load_date,po_silver_load_timestamp,pr_to_po_ageing,pr_approval_ageing,po_approval_ageing,sla_breach_flag,pr_cycle_sla_breach_flag,po_cycle_sla_breach_flag,record_type,gold_load_date,gold_load_timestamp
2000126335,00130,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00130,2000126335,24301,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2024-01-07,2023-10-15,2023-10-20,null,4000045965,PERRIER SPARKLING MINERAL WATER - 750 ML,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,3,NO,246.96,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00430,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00430,2000126351,24373,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000194,"PACKING TAPE, CLEAR 2",G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,56.84,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000144499,00010,ZNPR,2023-11-20,Christian PAT,Approved,2023-11-25,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10000,PAA,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500246512,00010,2000144499,27790,null,ZLPO,Local PO,2023-12-23,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020872,Taaj Al Shalaal Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-12-23,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2024-01-07,2023-12-24,2023-12-30,null,100000074009,"HAND GLOVES, COTTON (DOTTED) DOUBLE SIDE",G131230,Gloves,ZCON,Consumables,10000,PAA,10300.5,null,null,2025-11-24,2025-11-24T19:24:13.818Z,20,4,1,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000137276,00090,ZNPR,2023-10-14,Christian PAT,Approved,2023-11-01,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,100,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500234397,00090,2000137276,25491,null,ZLPO,Local PO,2023-11-01,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020481,Professional Trading Est.,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-11-01,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-11-15,2023-11-07,2023-11-09,null,100000027475,"NYLON TWINE, SIZE: 2 MM",M031500,Accessories & Consumables,ZCON,Consumables,500,ROL,1786.68,null,null,2025-11-24,2025-11-24T19:24:13.818Z,1,14,5,NO,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00020,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,KAR,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00020,2000126335,24291,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000012113,MINERAL WATER 330 ML,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,20,KAR,333.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00150,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00150,2000126335,24303,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000027534,"TEA BAG, GINGER TEA, 25 PCS/PACK",G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,5,PAK,46.55,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000130460,00030,ZNPR,2023-09-09,Christian PAT,Approved,2023-09-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,300,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500230817,00030,2000130460,24571,null,ZLPO,Local PO,2023-10-17,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-10-17,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-10-25,2023-10-18,2023-10-21,null,100000027466,"""CUTTING DISC, STEEL, SIZE: 9.0"""" (230 MM)""",M031500,Accessories & Consumables,ZCON,Consumables,300,NO,1911,null,null,2025-11-24,2025-11-24T19:24:13.818Z,24,5,2,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00190,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00190,2000126351,24350,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000190,CORRECTION TAPE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,NO,98,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00520,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00520,2000126351,24382,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000207,STAMP PAD,G121130,Stationery Expenses,NLAG,Non-Stock Materials,3,NO,5.59,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00260,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00260,2000126351,24357,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012210,"FLUORESCENT MARKER (HIGHLIGHTER), PINK (",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,35.28,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126263,00200,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00200,2000126263,24308,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000319391,MICRO AEROSOL REFILL 250ML  - GREEN,G111190,House Keeping Consumables,ZCON,Consumables,18,SHT,299.88,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000144499,00020,ZNPR,2023-11-20,Christian PAT,Approved,2023-11-25,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500246512,00020,2000144499,27791,null,ZLPO,Local PO,2023-12-23,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020872,Taaj Al Shalaal Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-12-23,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2024-01-07,2023-12-24,2023-12-30,null,100000073919,"EYE PROTECTION, SAFETY GOGGLES, CLEAR",G131190,Goggles,ZCON,Consumables,1500,NO,5297.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,20,4,1,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00410,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00410,2000126351,24371,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000094,"PERMANENT MARKER, BROAD TIP, RED, 10 PCS",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,29.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00070,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,KG,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00070,2000126335,24295,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,100000372115,NESCAFE CLASSIC,F000012,Other Dry Items,FOOD,Foods,15,KG,257.25,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00400,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00400,2000126351,24370,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000093,"PERMANENT MARKER, BROAD TIP, BLUE, 10 PC",G121130,Stationery Expenses,NLAG,Non-Stock Materials,2,PAK,29.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000140686,00030,ZNPR,2023-11-01,Christian PAT,Approved,2023-11-02,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,UNT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500238333,00030,2000140686,26313,null,ZLPO,Local PO,2023-11-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020743,Emaar Yanbu Equipment,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-11-16,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-12-21,2023-11-20,2024-03-31,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,10,UNT,15680,null,null,2025-11-24,2025-11-24T19:24:13.818Z,11,2,3,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000137276,00050,ZNPR,2023-10-14,Christian PAT,Approved,2023-11-01,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,3,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500234397,00050,2000137276,25487,null,ZLPO,Local PO,2023-11-01,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020481,Professional Trading Est.,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-11-01,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-11-15,2023-11-07,2023-11-09,null,100000077564,BINDING STRIP MACHINE,G121130,Stationery Expenses,ZCON,Consumables,3,NO,2055.9,null,null,2025-11-24,2025-11-24T19:24:13.818Z,1,14,5,NO,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00540,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00540,2000126351,24384,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000208,"STAMP PAD INK, RED",G121130,Stationery Expenses,NLAG,Non-Stock Materials,5,NO,5.64,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00150,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00150,2000126351,24346,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000016098,BINDING MACHINE,G121130,Stationery Expenses,NLAG,Non-Stock Materials,1,NO,833,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000130460,00060,ZNPR,2023-09-09,Christian PAT,Approved,2023-09-14,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500230817,00060,2000130460,24574,null,ZLPO,Local PO,2023-10-17,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000019762,Al Falah Advanced Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,1002,2023-10-17,Javed Ahmed Khan,2023,null,null,null,00000000,05,05-Approved,2023-10-25,2023-10-18,2023-10-21,null,100000075190,"SPANNER, SCAFFOLDING, SIZE: 7/16 (21 MM)",M031550,Small Tools,ZCON,Consumables,30,NO,1705.2,null,null,2025-11-24,2025-11-24T19:24:13.818Z,24,5,2,YES,YES,NO,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00010,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,25,BOX,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00010,2000126351,24332,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012145,A3 SIZE PAPER,G121130,Stationery Expenses,NLAG,Non-Stock Materials,25,BOX,3920,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00330,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00330,2000126351,24364,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000165,"PAPER CLIP, 50MM",G121130,Stationery Expenses,NLAG,Non-Stock Materials,10,PAK,13.72,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00290,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,20,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00290,2000126351,24360,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000000206,MOUSE PAD,G121130,Stationery Expenses,NLAG,Non-Stock Materials,20,NO,117.6,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00010,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,8,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00010,2000126335,24290,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000045949,BAJA TURKISH COFFEE WITH CARDAMOM 400G,G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,8,PAK,266.56,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000140686,00040,ZNPR,2023-11-01,Christian PAT,Approved,2023-11-02,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,UNT,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500238333,00040,2000140686,26314,null,ZLPO,Local PO,2023-11-16,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,332,Christian PAT,1000020743,Emaar Yanbu Equipment,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-11-16,Javed Ahmed Khan,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-12-21,2023-11-20,2024-03-31,null,2000000879,TRANSPORTATION CHARGES,G121330,Courier Expenses,SERV,Services,15,UNT,6615,null,null,2025-11-24,2025-11-24T19:24:13.818Z,11,2,3,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126335,00040,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-27,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,35,NO,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229193,00040,2000126335,24292,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019458,Zawyat Al Tawzeah for Trading,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000000,05,05-Approved,2023-10-24,2023-10-15,2023-10-20,null,4000016131,COFFEE MATE (400GRM/BOTTLE),G111160,Kitchen & Pantry Consumables,NLAG,Non-Stock Materials,35,NO,428.75,null,null,2025-11-24,2025-11-24T19:24:13.818Z,33,10,4,YES,YES,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
2000126351,00490,ZNPR,2023-08-14,Tobi Emmaunel,Approved,2023-08-15,B-PO created,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,15,PAK,null,null,null,null,2025-11-24,2025-11-24T19:24:18.246Z,4500229324,00490,2000126351,24379,null,ZLPO,Local PO,2023-10-10,null,9900,ABC logistics Limited Porg,9900,ABC Logistics Limited,215,Tobi Emmaunel,1000019459,Maktabi Alhadeth Limited Co,Group A,Domestic Vendors/Sub-Contracto,External,GH,International,9900,ABC Logistics Limites - LAGOS,null,2023-10-10,Kazem Moustafa Badr Mohamed,2023,K,Cost center,ABC - LAG Division,00000001,05,05-Approved,2023-11-15,2023-10-19,2023-10-22,null,4000012249,"STAPLER PIN, MEDIUM SIZE NO. 56 ( 5000 P",G121130,Stationery Expenses,NLAG,Non-Stock Materials,15,PAK,176.4,null,null,2025-11-24,2025-11-24T19:24:13.818Z,41,2,8,YES,NO,YES,PR_PO_MATCHED,2025-11-24,2025-11-24T19:32:18.832Z
